node_id,word,y_ldt_z,y_ldt_raw_zscore,y_ldt_rt_ms,ldt_accuracy,ldt_obs,ldt_sd,y_naming_z,y_naming_raw_zscore,y_naming_rt_ms,naming_accuracy,naming_obs,length,z_length,log_freq_hal,z_log_freq_hal,lgsubtlwf,z_lgsubtlwf,ortho_n,z_ortho_n,old,z_old,nphon,z_nphon,nsyll,z_nsyll,nmorph,z_nmorph,age_of_acquisition,z_age_of_acquisition,emotional_valence,z_emotional_valence,emotional_arousal,z_emotional_arousal,emotional_dominance,z_emotional_dominance,body_object_interaction,z_body_object_interaction
1030,vote,-0.780700548500592,-0.727,593.25,1.0,29.0,168.88,-0.37653737833119705,-0.581,578.241,1.0,,4,-0.8615340841320809,10.97,0.7336348410307183,3.244,0.010846482030721692,8,0.33774511208017594,1.7,-0.31362231253545175,3,-0.9603338173392856,1,-0.8281434787069444,1,-0.6133818164857131,7.79,0.9128274101532869,5.24,-0.10501226058999322,5.05,0.7969742986731357,6.79,1.3491084477732067,2.08,-0.9146661293323256
1031,furry,2.3450691268055093,-0.22,694.241,0.88,26.0,318.702,2.7721018502480548,0.027,741.269,0.963,,5,-0.267059930253647,8.167,-1.049030012195242,2.09,-1.6297437842881717,3,-0.4437220958852751,1.75,-0.23296808957415663,3,-0.9603338173392856,2,0.5037522514300279,2,1.2404160104448765,5.72,-0.1743078876624198,6.63,0.8588119708353433,3.7,-0.548174593385519,5.26,-0.1666051649192699,2.542,-0.632174353598507
1032,chain,-0.5525871796912708,-0.69,552.333,1.0,27.0,125.672,1.4411803342203118,-0.23,652.074,1.0,,5,-0.267059930253647,10.057,0.15298089490324707,3.035,-0.2862794847462703,2,-0.6000155374783653,1.8,-0.15231386661286148,3,-0.9603338173392856,1,-0.8281434787069444,1,-0.6133818164857131,5.22,-0.43690095476766294,4.79,-0.41704168802985053,4.05,-0.1994322880369791,4.2,-1.2167074063924885,5.958,1.4565527154636677
1033,focus,-1.1321184409906273,-0.784,575.818,0.97,27.0,93.868,-0.2211768900789318,-0.551,607.963,1.0,,5,-0.267059930253647,10.22,0.2566463858329053,3.176,-0.08582608132255805,1,-0.7563089790714554,1.95,0.08964880227102363,5,0.33948432916265947,2,0.5037522514300279,2,1.2404160104448765,8.32,1.1911760612848448,6.48,0.7548021616887246,4.45,0.19913034664706722,6.84,1.398641572371,,
1034,russia,1.1305195685504759,-0.417,684.606,1.0,28.0,270.703,0.4520518923475533,-0.421,610.25,1.0,,6,0.3274142236247869,9.855,0.02451200430330279,2.8,-0.6203684904524578,0,-0.9126024206645457,2.5,0.9768452548452696,4,-0.3104247440883131,2,0.5037522514300279,1,-0.6133818164857131,,,,,,,,,,
1035,enough,1.3278068064396182,-0.385,688.969,1.0,28.0,336.738,0.03775725700817797,-0.501,634.071,1.0,,6,0.3274142236247869,12.16,1.4904565232779148,4.408,1.6656533017839208,0,-0.9126024206645457,2.5,0.9768452548452696,4,-0.3104247440883131,2,0.5037522514300279,1,-0.6133818164857131,6.957,0.47534736035595176,,,,,,,,
1036,sweater,0.7421103189562266,-0.48,659.667,0.97,26.0,247.701,1.860653652501429,-0.149,660.038,1.0,,7,0.9218883775032208,7.181,-1.6761108346286335,2.848,-0.5521290339677898,4,-0.2874286542921849,1.8,-0.15231386661286148,5,0.33948432916265947,2,0.5037522514300279,2,1.2404160104448765,5.22,-0.43690095476766294,6.19,0.5537165306719277,2.8,-1.4449405214246227,5.95,0.5169519545302786,6.593,1.844826043582661
1037,butterfly,0.6249710214595481,-0.499,635.03,0.94,27.0,182.874,-0.07099508476840813,-0.522,620.259,1.0,,9,2.1108366852600886,7.494,-1.4770476526594132,2.45,-1.1179478606531614,0,-0.9126024206645457,3.25,2.1866585992646956,7,1.6393024756646046,3,1.8356479815670002,2,1.2404160104448765,3.67,-1.2509394627939165,7.23,1.27485120742182,3.2,-1.0463778867405764,5.51,0.0810604580696968,4.25,0.4121891809325804
1038,labor,-0.5094305964030216,-0.683,613.086,1.0,28.0,245.68,-1.2776282101943384,-0.755,558.107,1.0,,5,-0.267059930253647,9.844,0.017516173627067554,2.794,-0.628898422513041,2,-0.6000155374783653,1.95,0.08964880227102363,4,-0.3104247440883131,2,0.5037522514300279,1,-0.6133818164857131,8.28,1.1701686159164248,4.74,-0.4517116244120568,5.23,0.9763274842809571,5.41,-0.01800579112588953,2.4,-0.7190008301227543
1039,message,-0.2689867752256289,-0.644,602.576,0.97,25.0,180.706,-0.11760323124408789,-0.531,634.12,0.962,,7,0.9218883775032208,12.418,1.6545405518659617,3.669,0.6150500029887193,1,-0.7563089790714554,2.7,1.2994621466904501,5,0.33948432916265947,2,0.5037522514300279,1,-0.6133818164857131,6.32,0.14080379286387223,6.18,0.5467825433954859,3.81,-0.43856986884740645,6.78,1.3392018228536482,2.68,-0.5477936933143792
1040,scientist,0.5941448905393696,-0.504,637.097,0.94,29.0,164.795,1.425644285395085,-0.233,673.345,1.0,,9,2.1108366852600886,9.113,-0.44738857403906745,2.794,-0.628898422513041,0,-0.9126024206645457,3.7,2.9125466059163516,8,2.289211548915577,2,0.5037522514300279,3,3.0942138373754657,6.89,0.4401598893638491,5.83,0.3040929887200417,4.14,-0.1097556952330689,6.68,1.240135573658061,4.478,0.5516007066193999
1041,much,-0.2813172275937003,-0.646,593.969,1.0,26.0,195.522,0.28633403821180303,-0.453,622.5,0.963,,4,-0.8615340841320809,13.09,2.0819222077232027,4.696,2.075090040691928,6,0.025158228893995518,1.7,-0.31362231253545175,3,-0.9603338173392856,1,-0.8281434787069444,1,-0.6133818164857131,4.581,-0.7724948945281633,,,,,,,1.304,-1.3891544799155362
1042,soil,-0.7498744175804135,-0.722,586.656,1.0,28.0,177.412,0.5815189658911079,-0.396,649.5,1.0,,4,-0.8615340841320809,8.937,-0.5593218648588211,2.6,-0.904699559138574,7,0.18145167048708571,1.55,-0.5555849814193369,3,-0.9603338173392856,1,-0.8281434787069444,1,-0.6133818164857131,6.48,0.2248335743375501,5.21,-0.1258142224193172,2.76,-1.4847967848930272,5.18,-0.24585816427573934,5.704,1.3012433842160702
1043,wow,1.8826771630028316,-0.295,741.364,1.0,28.0,372.129,-0.480111037166041,-0.601,621.25,1.0,,3,-1.4560082380105148,9.57,-0.15674360867186626,3.912,0.9605122514423509,19,2.056972969604168,1.3,-0.9588560962258122,2,-1.6102428905902582,1,-0.8281434787069444,1,-0.6133818164857131,,,,,,,,,,
1044,camping,1.0442064019739759,-0.431,660.294,0.97,28.0,289.431,0.9388480888713191,-0.327,642.036,1.0,,7,0.9218883775032208,8.345,-0.9358247521616273,2.5,-1.0468650934816326,5,-0.13113521269909467,1.95,0.08964880227102363,6,0.989393402413632,2,0.5037522514300279,2,1.2404160104448765,5.33,-0.3791304800045093,6.09,0.4843766579075146,5.5,1.2453572626926876,6.32,0.8834970765539495,3.034,-0.33133895606379105
1045,statue,2.098460079444081,-0.26,695.0,0.97,25.0,187.577,1.3065345777350146,-0.256,674.0,0.926,,6,0.3274142236247869,8.962,-0.5434222496855604,2.733,-0.7156193984623065,1,-0.7563089790714554,1.75,-0.23296808957415663,5,0.33948432916265947,2,0.5037522514300279,1,-0.6133818164857131,7.55,0.7867827379427701,5.95,0.387300836037337,2.82,-1.4250123896904203,4.95,-0.4737105374255883,4.778,0.7350369246283729
1046,swing,0.797597354612548,-0.471,663.364,0.97,25.0,336.053,0.6799139417842096,-0.377,610.56,1.0,,5,-0.267059930253647,8.951,-0.5504180803617945,3.123,-0.16117381452437887,6,0.025158228893995518,1.35,-0.8782018732645172,4,-0.3104247440883131,1,-0.8281434787069444,1,-0.6133818164857131,4.16,-0.9935982570307782,6.95,1.0806995636814642,4.1,-0.14961195870147354,6.16,0.7249910778410107,5.36,1.0909031875657813
1047,emotional,0.6249710214595481,-0.499,661.636,1.0,25.0,238.637,1.4515377001037961,-0.228,675.16,0.962,,9,2.1108366852600886,9.382,-0.27630871477478514,3.034,-0.2877011400897014,0,-0.9126024206645457,2.7,1.2994621466904501,7,1.6393024756646046,4,3.1675437117039724,3,3.0942138373754657,9.45,1.7846363929426936,5.11,-0.19515409518372967,5.32,1.0660040770848673,4.5,-0.9195086588057285,,
1048,record,-0.29981290614580747,-0.649,575.441,1.0,27.0,166.331,0.5815189658911079,-0.396,651.667,1.0,,6,0.3274142236247869,11.035,0.7749738404811951,3.64,0.5738219980292325,2,-0.6000155374783653,1.9,0.008994579309728482,5,0.33948432916265947,2,0.5037522514300279,1,-0.6133818164857131,6.3,0.13030007017966225,5.89,0.34569691237868905,3.3,-0.9467372280695653,5.5,0.07115383315013835,4.75,0.7179162109475357
1049,steam,0.1194224743686207,-0.581,615.485,0.97,24.0,171.09,2.1092304337050543,-0.101,682.958,0.96,,5,-0.267059930253647,8.562,-0.7978160924577276,2.837,-0.5677672427455257,4,-0.2874286542921849,1.6,-0.4749307584580417,4,-0.3104247440883131,1,-0.8281434787069444,1,-0.6133818164857131,6.26,0.10929262481124279,5.4,0.005931535833067224,4.0,-0.24925261737248466,4.84,-0.582683411540734,3.862,0.17494500564097512
1050,pressure,0.458509914490584,-0.526,631.562,1.0,28.0,219.254,0.38472901410490473,-0.434,638.643,1.0,,8,1.5163625313816547,10.255,0.27890584707546995,3.433,0.27953934193910135,0,-0.9126024206645457,2.6,1.13815370076786,5,0.33948432916265947,2,0.5037522514300279,2,1.2404160104448765,8.95,1.5220433258374506,3.56,-1.269922123032127,4.48,0.2290225442483709,4.4,-1.018574908001315,2.304,-0.7777004198856258
1051,screen,0.9948845925016903,-0.439,655.212,1.0,24.0,230.962,3.321042242072727,0.133,700.833,1.0,,6,0.3274142236247869,11.221,0.8932669773702527,3.077,-0.22656996032218607,2,-0.6000155374783653,1.95,0.08964880227102363,5,0.33948432916265947,1,-0.8281434787069444,1,-0.6133818164857131,5.84,-0.11128555155716141,5.55,0.10994134497968593,4.09,-0.15957602456857448,5.63,0.19993995710440093,5.042,0.8964607964762694
1052,ability,0.7359450927721909,-0.481,619.677,0.97,27.0,186.539,-1.1015529901751038,-0.721,583.037,1.0,,7,0.9218883775032208,10.949,0.720279164285179,2.992,-0.3474106645137856,1,-0.7563089790714554,2.3,0.654228363000089,7,1.6393024756646046,4,3.1675437117039724,2,1.2404160104448765,8.84,1.4642728510742975,7.0,1.1153695000636703,4.85,0.5976929813311126,6.55,1.1113494497037983,,
1053,ego,-0.31830858469791456,-0.652,580.0,1.0,27.0,119.051,0.27597667232831863,-0.455,622.296,1.0,,3,-1.4560082380105148,8.729,-0.691606663100348,2.583,-0.9288676999768938,3,-0.4437220958852751,1.85,-0.07165964365156631,3,-0.9603338173392856,2,0.5037522514300279,1,-0.6133818164857131,10.89,2.5409044262057945,4.38,-0.7013351663639428,4.17,-0.0798634976317652,6.05,0.6160182037258649,,
1054,pole,-1.138283667174663,-0.785,577.088,1.0,27.0,169.035,-0.6354715254183069,-0.631,606.481,1.0,,4,-0.8615340841320809,8.653,-0.7399414932270589,2.808,-0.6089952477050131,20,2.2132664111972584,1.2,-1.1201645421484026,3,-0.9603338173392856,1,-0.8281434787069444,1,-0.6133818164857131,5.63,-0.22157463974136352,5.6,0.14461128136189216,3.05,-1.195838874747094,4.59,-0.8303490345297007,5.32,1.066445025164585
1055,poem,-0.2504910966735218,-0.641,661.382,0.94,28.0,293.342,0.29669140409528744,-0.451,630.143,1.0,,4,-0.8615340841320809,8.553,-0.8035399539201004,2.843,-0.5592373106849425,1,-0.7563089790714554,1.85,-0.07165964365156631,4,-0.3104247440883131,1,-0.8281434787069444,1,-0.6133818164857131,6.89,0.4401598893638491,6.62,0.8518779835589022,4.15,-0.09979162936596707,6.31,0.8735904516343902,2.48,-0.6700845053203615
1056,baking,0.3660315217300484,-0.541,640.324,1.0,27.0,216.497,0.26044062350309205,-0.458,632.481,0.964,,6,0.3274142236247869,8.009,-1.1495155800902477,2.25,-1.4022789293392783,12,0.9629188784525368,1.5,-0.636239204380632,5,0.33948432916265947,2,0.5037522514300279,2,1.2404160104448765,5.5,-0.28984883718872667,,,,,,,3.0,-0.3521283941048079
1057,herb,0.9085714259251904,-0.453,648.938,0.94,27.0,264.433,0.3588355993961938,-0.439,632.481,1.0,,4,-0.8615340841320809,8.313,-0.9561762595834007,2.406,-1.180500695764107,7,0.18145167048708571,1.65,-0.3942765354967469,2,-1.6102428905902582,1,-0.8281434787069444,1,-0.6133818164857131,9.05,1.5745619392585,6.72,0.9212178563233147,3.26,-0.9865934915379699,5.05,-0.37464428823000195,5.826,1.3758407795397192
1058,proper,0.23039654568126344,-0.563,641.647,1.0,27.0,197.953,-0.6199354765930802,-0.628,592.519,1.0,,6,0.3274142236247869,10.364,0.34822816923088545,3.111,-0.17823367864554587,1,-0.7563089790714554,1.9,0.008994579309728482,5,0.33948432916265947,2,0.5037522514300279,1,-0.6133818164857131,7.63,0.828797628679609,5.68,0.20008317957342237,2.85,-1.3951201920891168,7.15,1.705746944877319,1.652,-1.1763684670251275
1059,ticket,-0.2566563228575575,-0.642,629.324,1.0,27.0,190.486,0.881882576512155,-0.338,675.0,1.0,,6,0.3274142236247869,9.555,-0.1662833777758229,3.366,0.18428843392925268,4,-0.2874286542921849,1.7,-0.31362231253545175,5,0.33948432916265947,2,0.5037522514300279,1,-0.6133818164857131,5.32,-0.38438234134661403,5.28,-0.0772763114842281,3.95,-0.29907294670799023,5.0,-0.4241774128277951,5.333,1.0743939279449737
1060,awkward,2.3019125435172594,-0.227,734.194,0.94,26.0,241.978,-0.23671293890415837,-0.554,581.077,0.963,,7,0.9218883775032208,7.832,-1.262084855516932,2.864,-0.5293825484729003,0,-0.9126024206645457,2.85,1.5414248155743353,5,0.33948432916265947,2,0.5037522514300279,1,-0.6133818164857131,8.58,1.3277244561795711,2.95,-1.6928953468950443,4.55,0.2987710053180784,4.25,-1.1671742817946953,,
1061,gentle,0.3906924264661912,-0.537,659.676,1.0,28.0,273.991,-0.3351079147972595,-0.573,584.429,1.0,,6,0.3274142236247869,8.809,-0.6407278945459145,2.927,-0.4398182618367734,1,-0.7563089790714554,1.9,0.008994579309728482,5,0.33948432916265947,2,0.5037522514300279,1,-0.6133818164857131,4.89,-0.6102123790571234,7.42,1.4065969656742037,3.17,-1.07627008434188,6.95,1.5076144464861456,2.138,-0.8792017938505909
1062,potatoes,2.517695459958509,-0.192,716.516,0.94,26.0,268.111,0.28633403821180303,-0.453,638.269,1.0,,8,1.5163625313816547,7.852,-1.2493651633783234,2.754,-0.6857646362502644,0,-0.9126024206645457,2.85,1.5414248155743353,7,1.6393024756646046,3,1.8356479815670002,2,1.2404160104448765,4.84,-0.6364716857676477,6.11,0.49824463246039746,2.95,-1.295479533418105,5.95,0.5169519545302786,,
1063,silent,0.48933604541076253,-0.521,658.212,1.0,28.0,265.246,0.8663465276869283,-0.341,665.643,1.0,,6,0.3274142236247869,9.133,-0.4346688819004594,3.07,-0.23652154772620032,0,-0.9126024206645457,2.0,0.1703030252323188,6,0.989393402413632,2,0.5037522514300279,2,1.2404160104448765,4.42,-0.8570498621360518,5.14,-0.1743521333544063,3.21,-1.0364138208734754,6.59,1.150975949382033,1.652,-1.1763684670251275
1064,image,0.2920488075216199,-0.553,629.375,0.94,25.0,196.327,0.18276037937695944,-0.473,623.2,0.962,,5,-0.267059930253647,11.061,0.7915094402613858,3.063,-0.24647313513021393,0,-0.9126024206645457,1.95,0.08964880227102363,4,-0.3104247440883131,2,0.5037522514300279,1,-0.6133818164857131,8.5,1.2857095654427322,5.58,0.13074330680900992,3.48,-0.7673840424617444,6.04,0.6061115788063065,3.429,-0.08981460235197634
1065,material,0.24272699804933418,-0.561,605.061,1.0,27.0,174.76,1.2961772118515302,-0.258,687.148,1.0,,8,1.5163625313816547,10.991,0.7469905177762565,3.053,-0.2606896885645201,2,-0.6000155374783653,2.45,0.8961910318839748,8,2.289211548915577,3,1.8356479815670002,1,-0.6133818164857131,8.06,1.0546276663901184,5.71,0.22088514140274637,3.74,-0.5083183299171143,5.48,0.05134058331102143,,
1066,asshole,2.073799174707938,-0.264,752.129,0.94,28.0,232.43,1.4515377001037961,-0.228,677.464,1.0,,7,0.9218883775032208,9.01,-0.5128949885529003,3.497,0.37052528391865874,0,-0.9126024206645457,2.9,1.62207903853563,5,0.33948432916265947,2,0.5037522514300279,2,1.2404160104448765,9.52,1.821399422337428,2.11,-2.2753502781161115,6.38,2.1221950589975886,2.89,-2.5144752708546743,4.5,0.565052695940058
1067,pure,-1.865780356890876,-0.903,530.5,1.0,26.0,86.654,-0.07617376771015033,-0.523,633.5,1.0,,4,-0.8615340841320809,9.96,0.09129038803099689,3.104,-0.18818526604956012,12,0.9629188784525368,1.4,-0.7975476503032223,4,-0.3104247440883131,1,-0.8281434787069444,1,-0.6133818164857131,7.95,0.9968571916269647,6.8,0.9766897545348449,4.05,-0.1994322880369791,6.44,1.0023765755886536,,
1068,trial,-0.435447882194593,-0.671,601.697,0.97,26.0,217.781,-0.5526125983504317,-0.615,578.192,1.0,,5,-0.267059930253647,9.888,0.04549949633200623,3.401,0.23404637094932265,3,-0.4437220958852751,1.8,-0.15231386661286148,5,0.33948432916265947,1,-0.8281434787069444,2,1.2404160104448765,9.16,1.632332414021653,3.28,-1.4640737667724826,5.05,0.7969742986731357,3.89,-1.5238127788988072,2.48,-0.6700845053203615
1069,spot,-1.095127083886413,-0.778,556.515,0.97,27.0,198.428,0.7731302347355691,-0.359,625.259,0.964,,4,-0.8615340841320809,9.858,0.026419958124094114,3.497,0.37052528391865874,8,0.33774511208017594,1.45,-0.7168934273419272,4,-0.3104247440883131,1,-0.8281434787069444,1,-0.6133818164857131,5.39,-0.34761931195188034,5.12,-0.18822010790728855,2.95,-1.295479533418105,4.83,-0.5925900364602924,3.417,-0.09715205107233528
1070,damp,0.5078317239628697,-0.518,670.258,0.94,28.0,211.412,-0.692437037777471,-0.642,596.536,1.0,,4,-0.8615340841320809,7.445,-1.5082108983990032,2.176,-1.5074814247531412,10,0.6503319952663563,1.45,-0.7168934273419272,4,-0.3104247440883131,1,-0.8281434787069444,1,-0.6133818164857131,7.67,0.8498050740480285,4.05,-0.9301567464865048,2.8,-1.4449405214246227,3.95,-1.4643730293814552,2.348,-0.7507964412443097
1071,guilty,-0.06553431115245054,-0.611,584.206,1.0,28.0,137.499,0.8197383812112489,-0.35,650.536,1.0,,6,0.3274142236247869,9.435,-0.24260153060747247,3.502,0.37763356063581155,0,-0.9126024206645457,2.4,0.8155368089226793,5,0.33948432916265947,2,0.5037522514300279,2,1.2404160104448765,8.05,1.0493758050480138,3.09,-1.5958195250248668,4.65,0.3984116639890904,4.5,-0.9195086588057285,,
1072,lizard,-0.23199541812141466,-0.638,592.912,1.0,27.0,172.243,-0.45939630539907217,-0.597,631.222,1.0,,6,0.3274142236247869,8.649,-0.7424854316547814,2.394,-1.197560559885274,2,-0.6000155374783653,2.5,0.9768452548452696,5,0.33948432916265947,2,0.5037522514300279,1,-0.6133818164857131,5.42,-0.3318637279255656,5.43,0.026733497662390596,5.5,1.2453572626926876,5.86,0.42779233025425073,4.926,0.8255321255128001
1073,relaxed,-0.8176919056048063,-0.733,567.939,0.97,28.0,114.62,-1.0860169413498773,-0.718,580.893,1.0,,7,0.9218883775032208,8.389,-0.9078414294566898,2.553,-0.9715173602798117,3,-0.4437220958852751,1.95,0.08964880227102363,7,1.6393024756646046,2,0.5037522514300279,2,1.2404160104448765,7.63,0.828797628679609,7.25,1.2887191819747021,2.49,-1.7538265633047578,7.09,1.6463071953599666,,
1074,stay,-0.14568225154491476,-0.624,662.909,0.97,27.0,376.697,0.7938449665025379,-0.355,648.704,1.0,,4,-0.8615340841320809,10.8,0.6255174578525474,4.42,1.6827131659050871,9,0.4940385536732661,1.35,-0.8782018732645172,3,-0.9603338173392856,1,-0.8281434787069444,1,-0.6133818164857131,4.22,-0.9620870889781492,6.14,0.5190465942897209,3.14,-1.1061622819431833,5.71,0.27919295646087033,1.667,-1.1671966561246787
1075,angel,-0.05936908496841484,-0.61,636.559,1.0,24.0,241.412,-0.6251141595348224,-0.629,593.083,1.0,,5,-0.267059930253647,9.808,-0.005379272222427209,3.601,0.5183774396354396,2,-0.6000155374783653,1.85,-0.07165964365156631,5,0.33948432916265947,2,0.5037522514300279,1,-0.6133818164857131,4.0,-1.077628038504456,7.71,1.6076825966910007,4.24,-0.010115036562056878,5.9,0.46741882993248546,2.04,-0.9391242917335221
1076,guy,-0.4169522036424859,-0.668,587.706,1.0,28.0,176.152,-0.9306564530976114,-0.688,571.393,1.0,,3,-1.4560082380105148,11.34,0.9689491455949722,4.59,1.9243945742882862,7,0.18145167048708571,1.65,-0.3942765354967469,2,-1.6102428905902582,1,-0.8281434787069444,1,-0.6133818164857131,4.11,-1.0198575637413023,6.55,0.803340072623813,4.71,0.45819605919169687,5.12,-0.30529791379309096,5.84,1.384401136380138
1077,seat,0.07626589108037075,-0.588,634.333,0.97,22.0,186.112,1.1408167235992648,-0.288,658.0,1.0,,4,-0.8615340841320809,9.752,-0.04099441021053005,3.604,0.5226424056657315,22,2.5258532943834386,1.0,-1.442781433993583,3,-0.9603338173392856,1,-0.8281434787069444,1,-0.6133818164857131,4.58,-0.773020080662374,5.22,-0.11888023514287607,3.0,-1.2456592040825996,6.05,0.6160182037258649,6.417,1.7372101290173965
1078,flame,-0.44777833456266447,-0.673,572.5,1.0,28.0,141.4,-0.37653737833119705,-0.581,607.929,1.0,,5,-0.267059930253647,10.453,0.4048307992476917,2.665,-0.8122919618155863,5,-0.13113521269909467,1.5,-0.636239204380632,4,-0.3104247440883131,1,-0.8281434787069444,1,-0.6133818164857131,6.25,0.10404076346913804,5.9,0.3526308996551308,6.6,2.3414045080738135,4.64,-0.7808159099319075,,
1079,lovely,-1.6623278928176977,-0.87,562.118,1.0,26.0,216.675,-0.5992207448261114,-0.624,579.192,1.0,,6,0.3274142236247869,9.008,-0.5141669577667616,3.686,0.639218143827039,2,-0.6000155374783653,1.9,0.008994579309728482,5,0.33948432916265947,2,0.5037522514300279,2,1.2404160104448765,7.26,0.634478759021729,7.55,1.4967388002679403,3.95,-0.29907294670799023,6.38,0.9429368260713011,,
1080,seed,-0.5525871796912708,-0.69,581.059,0.97,27.0,135.464,1.7260078960161322,-0.175,659.444,1.0,,4,-0.8615340841320809,9.014,-0.5103510501251789,2.588,-0.921759423259741,20,2.2132664111972584,1.0,-1.442781433993583,3,-0.9603338173392856,1,-0.8281434787069444,1,-0.6133818164857131,4.72,-0.6994940218729061,6.38,0.6854622889243115,3.68,-0.5681027251197213,5.19,-0.23595153935618,5.185,0.9838987270605466
1081,sting,0.3906924264661912,-0.537,597.091,1.0,25.0,118.231,2.0160141407536947,-0.119,749.48,0.962,,5,-0.267059930253647,7.979,-1.1685951182981604,2.555,-0.9686740495929502,6,0.025158228893995518,1.5,-0.636239204380632,4,-0.3104247440883131,1,-0.8281434787069444,1,-0.6133818164857131,6.21,0.08303331810071857,2.55,-1.9702548379526954,4.88,0.6275851789324163,3.45,-1.9597042753593885,2.821,-0.4615786708501618
1082,also,-0.5525871796912708,-0.69,570.781,1.0,26.0,110.072,-1.0911956242916194,-0.719,548.0,1.0,,4,-0.8615340841320809,13.571,2.3878308036567333,4.022,1.1168943392197155,2,-0.6000155374783653,1.95,0.08964880227102363,4,-0.3104247440883131,2,0.5037522514300279,1,-0.6133818164857131,6.637,0.307287797408596,,,,,,,,
1083,highway,0.3906924264661912,-0.537,651.364,1.0,27.0,198.431,-0.40243079303990803,-0.586,607.889,1.0,,7,0.9218883775032208,9.331,-0.3087439297282365,2.96,-0.3929036355035643,0,-0.9126024206645457,2.85,1.5414248155743353,4,-0.3104247440883131,2,0.5037522514300279,2,1.2404160104448765,6.5,0.2353372970217596,5.19,-0.13968219697219944,4.28,0.029741226906347753,5.14,-0.28548466395397404,,
1084,security,1.0996934376302974,-0.422,677.033,1.0,26.0,214.355,1.7363652618996166,-0.173,730.808,1.0,,8,1.5163625313816547,11.044,0.7806977019435691,3.682,0.6335315224533167,0,-0.9126024206645457,2.8,1.4607705926130399,9,2.93912062216655,4,3.1675437117039724,2,1.2404160104448765,8.06,1.0546276663901184,6.41,0.7062642507536355,4.19,-0.059935365897562445,6.0,0.5664850791280718,,
1085,syrup,1.0072150448697617,-0.437,650.733,0.97,27.0,143.632,1.5706474077638666,-0.205,686.741,1.0,,5,-0.267059930253647,7.558,-1.4363446378158664,2.417,-1.164862486986371,0,-0.9126024206645457,2.35,0.7348825859613844,5,0.33948432916265947,2,0.5037522514300279,1,-0.6133818164857131,5.42,-0.3318637279255656,6.44,0.7270662125829594,3.11,-1.1360544795444871,5.25,-0.17651178983882837,5.16,0.9686123755597991
1086,treasure,1.7162160560338675,-0.322,688.706,1.0,28.0,272.027,0.7265220882598894,-0.368,643.893,1.0,,8,1.5163625313816547,8.405,-0.8976656757458031,2.988,-0.35309728588750794,1,-0.7563089790714554,2.25,0.5735741400387941,5,0.33948432916265947,2,0.5037522514300279,1,-0.6133818164857131,6.06,0.004255397969145442,7.65,1.5660786730323533,6.3,2.0424825320607796,6.04,0.6061115788063065,4.667,0.667165523965053
1087,even,-0.6204046677156636,-0.701,594.267,0.91,27.0,268.747,-0.05545903594318155,-0.519,625.37,1.0,,4,-0.8615340841320809,13.103,2.090190007613298,4.65,2.009693894894122,7,0.18145167048708571,1.7,-0.31362231253545175,3,-0.9603338173392856,2,0.5037522514300279,1,-0.6133818164857131,6.371,0.16758828570860712,,,,,,,1.591,-1.213667164686952
1088,tiger,-0.46627401311477157,-0.676,596.242,0.97,23.0,192.631,1.0993872600653272,-0.296,669.087,0.885,,5,-0.267059930253647,8.593,-0.7781005696428842,2.976,-0.37015715000867494,5,-0.13113521269909467,1.7,-0.31362231253545175,4,-0.3104247440883131,2,0.5037522514300279,1,-0.6133818164857131,4.0,-1.077628038504456,6.0,0.4219707724195433,5.55,1.2951775920281932,4.4,-1.018574908001315,3.869,0.17922518406118457
1089,boys,0.014613629240013665,-0.598,688.312,0.97,28.0,384.703,-0.9410138189810958,-0.69,569.286,1.0,,4,-0.8615340841320809,10.083,0.1695164946834378,4.058,1.1680739315832158,15,1.4317992032318072,1.55,-0.5555849814193369,3,-0.9603338173392856,1,-0.8281434787069444,2,1.2404160104448765,3.67,-1.2509394627939165,,,,,,,,
1090,bacteria,0.5263274025149768,-0.515,649.323,1.0,28.0,173.419,0.13615223290127967,-0.482,608.607,1.0,,8,1.5163625313816547,8.443,-0.8734982606824471,2.193,-1.4833132839148215,0,-0.9126024206645457,2.8,1.4607705926130399,8,2.289211548915577,3,1.8356479815670002,2,1.2404160104448765,9.28,1.695354750126911,3.3,-1.4502057922196,4.24,-0.010115036562056878,3.44,-1.9696109002789475,,
1091,celebration,2.2772516387811166,-0.231,713.909,1.0,26.0,246.773,2.4095940443261012,-0.043,735.154,1.0,,11,3.2997849930169565,7.973,-1.1724110259397431,2.703,-0.7582690587652243,1,-0.7563089790714554,2.8,1.4607705926130399,9,2.93912062216655,4,3.1675437117039724,3,3.0942138373754657,7.05,0.524189670837527,7.53,1.482870825715058,5.9,1.643919897376734,7.0,1.5571475710839386,,
1092,outdoors,-0.15801270391298616,-0.626,568.156,1.0,27.0,123.345,-0.8892269895636744,-0.68,576.704,0.964,,8,1.5163625313816547,7.939,-1.1940345025753771,2.033,-1.7107781388637149,0,-0.9126024206645457,3.1,1.9446959303808107,6,0.989393402413632,2,0.5037522514300279,3,3.0942138373754657,4.747,-0.6853139962492228,6.91,1.052963614575699,3.94,-0.3090370125750916,6.2,0.7646175775192453,,
